,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,season_sin,season_cos,month_sin,month_cos,day_sin,day_cos,day_of_week_sin,day_of_week_cos,hour_sin,hour_cos
0,0,0,-0.6609153632525775,-1.339085888962486,-1.1037243154636176,0.9844343410163208,-1.6521036931057804,3,13,16,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.0,1.0
1,0,0,-0.6609153632525775,-1.4443750644045399,-1.1937413273388244,0.9320307490503758,-1.6521036931057804,8,32,40,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
2,0,0,-0.6609153632525775,-1.4443750644045399,-1.1937413273388244,0.9320307490503758,-1.6521036931057804,5,27,32,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
3,0,0,-0.6609153632525775,-1.339085888962486,-1.1037243154636176,0.6700127892206508,-1.6521036931057804,3,10,13,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
4,0,0,-0.6609153632525775,-1.339085888962486,-1.1037243154636176,0.6700127892206508,-1.6521036931057804,0,1,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
5,0,0,0.9235868537760382,-1.339085888962486,-1.2831661220306418,0.6700127892206508,-0.8452942049956579,0,1,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
6,0,0,-0.6609153632525775,-1.4443750644045399,-1.1937413273388244,0.9320307490503758,-1.6521036931057804,2,0,2,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
7,0,0,-0.6609153632525775,-1.5496642398465936,-1.2831661220306418,1.2464523008460457,-1.6521036931057804,1,2,3,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063
8,0,0,-0.6609153632525775,-1.339085888962486,-1.1037243154636176,0.6700127892206508,-1.6521036931057804,1,7,8,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
9,0,0,-0.6609153632525775,-0.9179291871942707,-0.744840702329569,0.7224163811865958,-1.6521036931057804,8,6,14,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
10,0,0,-0.6609153632525775,-0.6020616608681092,-0.47597410107072735,0.7224163811865958,0.6323557615096005,12,24,36,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
11,0,0,-0.6609153632525775,-0.707350836310163,-0.8348577142047761,0.9844343410163208,0.9015924098856346,26,30,56,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
12,0,0,-0.6609153632525775,-0.39148330998400177,-0.29653229450370305,0.7748199731525408,0.9015924098856346,29,55,84,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
13,0,0,0.9235868537760382,-0.18090495909989407,-0.11709048793667871,0.5128020133228158,1.0357605055646617,47,47,94,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890683
14,0,0,0.9235868537760382,-0.18090495909989407,-0.11709048793667871,0.5128020133228158,0.9015924098856346,35,71,106,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
15,0,0,0.9235868537760382,-0.2861941345419479,-0.2065152826284964,0.7748199731525408,1.0357605055646617,40,70,110,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
16,0,0,0.9235868537760382,-0.39148330998400177,-0.29653229450370305,1.036837932982266,1.0357605055646617,41,52,93,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
17,0,0,0.9235868537760382,-0.2861941345419479,-0.2065152826284964,1.036837932982266,0.9015924098856346,15,52,67,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063
18,0,0,2.508089070804654,-0.39148330998400177,-0.29653229450370305,1.3512594847779358,0.6323557615096005,9,26,35,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
19,0,0,2.508089070804654,-0.39148330998400177,-0.29653229450370305,1.3512594847779358,0.6323557615096005,6,31,37,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
20,0,0,0.9235868537760382,-0.4967724854260556,-0.38595708919552074,1.2988558928119909,0.6323557615096005,11,25,36,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
21,0,0,0.9235868537760382,-0.4967724854260556,-0.38595708919552074,1.2988558928119909,0.09478292177551177,3,31,34,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
22,0,0,0.9235868537760382,-0.4967724854260556,-0.38595708919552074,1.6656810365736059,0.3640195701515462,11,17,28,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
23,0,0,0.9235868537760382,-0.18090495909989407,-0.11709048793667871,1.3512594847779358,1.0357605055646617,15,24,39,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.32469946920468346,0.9458172417006346,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681
24,0,0,0.9235868537760382,-0.18090495909989407,-0.11709048793667871,1.3512594847779358,1.0357605055646617,4,13,17,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.6142127126896678,0.7891405093963936,-0.7818314824680299,0.6234898018587334,0.0,1.0
25,0,0,0.9235868537760382,-0.2861941345419479,-0.2065152826284964,1.6656810365736059,0.6323557615096005,1,16,17,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.6142127126896678,0.7891405093963936,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683
26,0,0,0.9235868537760382,-0.39148330998400177,-0.29653229450370305,1.9801025883692758,0.9015924098856346,1,8,9,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.6142127126896678,0.7891405093963936,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
